ORDERDATE,SALES,QUANTITYORDERED,COUNTRY,PRODUCTLINE,PRICEEACH,ADDRESSLINE1,CITY,STATE,CUSTOMERNAME,POSTALCODE,PHONE,TOTAL_REVENUE
1/12/2004 0:00,2018.4,29,Japan,Planes,69.6,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,2018.3999999999999
2/19/2004 0:00,2718.72,48,USA,Planes,56.64,361 Furth Circle,San Diego,CA,Collectable Mini Designs Co.,91217,7605558146,2718.7200000000003
4/2/2004 0:00,1981.65,33,Canada,Planes,60.05,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,1981.6499999999999
5/11/2004 0:00,3002.4,40,USA,Planes,75.06,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,3002.4
10/15/2004 0:00,3286.49,43,USA,Planes,76.43,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,3286.4900000000002
11/1/2004 0:00,2333.7,30,UK,Planes,77.79,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,2333.7000000000003
11/23/2004 0:00,4361.4,45,Japan,Planes,96.92,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,4361.4
12/17/2004 0:00,3710.98,26,Australia,Planes,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2600
4/3/2005 0:00,3843.2,64,USA,Planes,60.05,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,3843.2
1/6/2003 0:00,1689.03,49,USA,Vintage Cars,34.47,2304 Long Airport Avenue,Nashua,NH,Online Diecast Creations Co.,62005,6035558647,1689.03
5/21/2003 0:00,1528.58,46,USA,Vintage Cars,33.23,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,1528.58
9/12/2003 0:00,1013.48,26,USA,Vintage Cars,38.98,2793 Furth Circle,Brisbane,CA,Signal Collectibles Ltd.,94217,4155554312,1013.4799999999999
11/12/2003 0:00,971.98,23,USA,Vintage Cars,42.26,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,971.9799999999999
11/21/2003 0:00,902.66,22,Australia,Vintage Cars,41.03,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,902.6600000000001
12/2/2003 0:00,1295.97,39,USA,Vintage Cars,33.23,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,1295.9699999999998
4/20/2004 0:00,1698.78,46,USA,Vintage Cars,36.93,5290 North Pendale Street,NYC,NY,Microscale Inc.,10022,2125551957,1698.78
10/21/2004 0:00,1093.99,31,USA,Vintage Cars,35.29,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1093.99
11/29/2004 0:00,2143.68,22,USA,Vintage Cars,97.44,8489 Strong St.,Las Vegas,NV,Signal Gift Stores,83030,7025551838,2143.68
1/19/2005 0:00,1717.64,46,USA,Vintage Cars,37.34,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1717.64
4/22/2005 0:00,553.95,15,Japan,Vintage Cars,36.93,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,553.95
5/29/2005 0:00,652.35,15,Australia,Vintage Cars,43.49,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,652.35
4/4/2003 0:00,5568.64,44,USA,Classic Cars,100,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,4400
6/3/2003 0:00,1939.8,20,USA,Classic Cars,96.99,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,1939.8
9/25/2003 0:00,2802.09,23,Australia,Classic Cars,100,31 Duncan St. West End,South Brisbane,Queensland,"Australian Gift Network, Co",4101,61-7-3844-6555,2300
11/25/2003 0:00,3699.88,34,USA,Classic Cars,100,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,3400
12/9/2003 0:00,2980.6,28,USA,Classic Cars,100,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,2800
7/20/2004 0:00,3070.54,22,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2200
8/20/2004 0:00,4797.39,39,USA,Classic Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3900
9/8/2004 0:00,3832.38,27,USA,Classic Cars,100,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2700
10/13/2004 0:00,4641.48,36,USA,Classic Cars,100,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,3600
12/1/2004 0:00,3182.97,23,USA,Classic Cars,100,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,2300
1/23/2005 0:00,1408.96,28,USA,Classic Cars,50.32,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1408.96
7/16/2003 0:00,3276.13,29,Australia,Vintage Cars,100,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2900
9/12/2003 0:00,1811.4,20,USA,Vintage Cars,90.57,2793 Furth Circle,Brisbane,CA,Signal Collectibles Ltd.,94217,4155554312,1811.3999999999999
10/20/2003 0:00,3845.1,42,USA,Vintage Cars,91.55,5905 Pompton St.,NYC,NY,Classic Legends Inc.,10022,2125558493,3845.1
11/13/2003 0:00,5035.11,47,USA,Vintage Cars,100,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,4700
11/21/2003 0:00,2279,20,Australia,Vintage Cars,100,7 Allen Street,Glen Waverly,Victoria,"Australian Collectables, Ltd",3150,61-9-3844-6555,2000
12/5/2003 0:00,3213.87,33,Canada,Vintage Cars,97.39,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,3213.87
1/29/2004 0:00,3532.23,39,USA,Vintage Cars,90.57,3675 Furth Circle,Burbank,CA,West Coast Collectables Co.,94019,3105553722,3532.2299999999996
3/10/2004 0:00,3406.59,33,USA,Vintage Cars,100,4658 Baden Av.,Cambridge,MA,Cambridge Collectables Co.,51247,6175555555,3300
6/14/2004 0:00,3628.94,46,USA,Vintage Cars,78.89,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,3628.94
9/7/2004 0:00,5171.4,45,USA,Vintage Cars,100,16780 Pompton St.,Brickhaven,MA,Auto-Moto Classics Inc.,58339,6175558428,4500
10/21/2004 0:00,4884.88,44,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4400
11/5/2004 0:00,6267.69,33,USA,Vintage Cars,100,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,3300
1/20/2005 0:00,3476.8,40,USA,Vintage Cars,86.92,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,3476.8
2/17/2005 0:00,4592.61,33,USA,Vintage Cars,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3300
4/29/2003 0:00,2479.21,29,Australia,Planes,85.49,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2479.21
8/25/2003 0:00,2797.41,33,USA,Planes,84.77,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,2797.41
10/28/2003 0:00,3756,48,USA,Planes,78.25,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,3756
1/12/2004 0:00,2840,40,Japan,Planes,71,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,2840
2/20/2004 0:00,1716.26,23,Australia,Planes,74.62,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,1716.2600000000002
4/2/2004 0:00,3245.6,40,Canada,Planes,81.14,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,3245.6
5/11/2004 0:00,2760.94,37,USA,Planes,74.62,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,2760.94
6/28/2004 0:00,1808.4,24,USA,Planes,75.35,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,1808.3999999999999
10/15/2004 0:00,3666.08,44,USA,Planes,83.32,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,3666.08
11/2/2004 0:00,2916.2,35,USA,Planes,83.32,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,2916.2
12/4/2004 0:00,3146.5,35,USA,Planes,89.9,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,3146.5
12/17/2004 0:00,1561.5,25,Australia,Planes,62.46,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,1561.5
4/3/2005 0:00,4219.28,52,USA,Planes,81.14,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,4219.28
7/2/2003 0:00,2008.13,23,USA,Classic Cars,87.31,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2008.13
9/5/2003 0:00,2004.77,31,USA,Classic Cars,64.67,7825 Douglas Av.,Brickhaven,MA,Collectables For Less Inc.,58339,6175558555,2004.77
11/4/2003 0:00,2269.92,24,Australia,Classic Cars,94.58,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2269.92
6/30/2004 0:00,3913.69,47,USA,Classic Cars,83.27,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,3913.6899999999996
8/2/2004 0:00,3608.64,48,USA,Classic Cars,75.18,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,3608.6400000000003
11/3/2004 0:00,3684.67,43,USA,Classic Cars,85.69,5290 North Pendale Street,NYC,NY,Microscale Inc.,10022,2125551957,3684.67
11/17/2004 0:00,5715.4,41,USA,Classic Cars,100,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,4100
3/4/2005 0:00,2472.6,30,USA,Classic Cars,82.42,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2472.6
7/24/2003 0:00,2829.58,26,USA,Trucks and Buses,100,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,2600
12/9/2003 0:00,3964.1,49,USA,Trucks and Buses,80.9,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,3964.1000000000004
3/11/2004 0:00,2793,25,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2500
5/4/2004 0:00,4133.64,37,USA,Trucks and Buses,100,567 North Pendale Street,New Haven,CT,Super Scale Inc.,97823,2035559545,3700
7/19/2004 0:00,2743.04,32,Australia,Trucks and Buses,85.72,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,2743.04
8/19/2004 0:00,2402.07,29,USA,Trucks and Buses,82.83,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2402.07
10/13/2004 0:00,3155.04,28,USA,Trucks and Buses,100,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,2800
10/22/2004 0:00,2366.28,27,Canada,Trucks and Buses,87.64,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,2366.28
11/5/2004 0:00,1963.6,20,USA,Trucks and Buses,98.18,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,1963.6000000000001
11/19/2004 0:00,4746.28,44,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4400
1/23/2005 0:00,4044.04,26,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2600
2/17/2005 0:00,2708.42,26,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2600
5/1/2005 0:00,2904.72,26,Canada,Trucks and Buses,100,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,2600
2/24/2003 0:00,1858,20,USA,Motorcycles,92.9,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,1858
4/29/2003 0:00,2461.36,22,Australia,Motorcycles,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2200
8/25/2003 0:00,3098.7,33,USA,Motorcycles,93.9,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,3098.7000000000003
10/28/2003 0:00,3244.36,28,USA,Motorcycles,100,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,2800
1/12/2004 0:00,3675.86,46,Japan,Motorcycles,79.91,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,3675.8599999999997
2/20/2004 0:00,2475.27,21,Australia,Motorcycles,100,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2100
4/2/2004 0:00,4177.49,41,Canada,Motorcycles,100,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,4100
5/11/2004 0:00,3282.28,31,USA,Motorcycles,100,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,3100
6/28/2004 0:00,2477.21,31,USA,Motorcycles,79.91,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,2477.21
8/27/2004 0:00,3658.93,37,USA,Motorcycles,98.89,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,3658.93
10/15/2004 0:00,1917.84,24,USA,Motorcycles,79.91,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,1917.84
11/2/2004 0:00,5305.36,47,USA,Motorcycles,100,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,4700
11/15/2004 0:00,2875.95,45,USA,Motorcycles,63.91,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2875.95
12/4/2004 0:00,3733.82,46,USA,Motorcycles,81.17,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,3733.82
4/3/2005 0:00,4992.61,49,USA,Motorcycles,100,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,4900
7/2/2003 0:00,1327.59,33,USA,Motorcycles,40.23,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1327.59
8/25/2003 0:00,1109.8,31,USA,Motorcycles,35.8,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,1109.8
11/4/2003 0:00,1035.58,26,Australia,Motorcycles,39.83,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,1035.58
4/5/2004 0:00,1045.98,26,USA,Motorcycles,40.23,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,1045.98
6/30/2004 0:00,651.8,20,USA,Motorcycles,32.59,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,651.8000000000001
8/2/2004 0:00,988.47,27,USA,Motorcycles,36.61,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,988.47
8/27/2004 0:00,1518.11,37,USA,Motorcycles,41.03,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,1518.1100000000001
11/3/2004 0:00,1108.38,29,USA,Motorcycles,38.22,5290 North Pendale Street,NYC,NY,Microscale Inc.,10022,2125551957,1108.3799999999999
11/17/2004 0:00,4102.56,28,USA,Motorcycles,100,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,2800
3/4/2005 0:00,1826.96,41,USA,Motorcycles,44.56,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1826.96
6/3/2003 0:00,2337.75,45,USA,Trucks and Buses,51.95,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,2337.75
11/25/2003 0:00,1385.28,32,USA,Trucks and Buses,43.29,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,1385.28
12/9/2003 0:00,1621.62,27,USA,Trucks and Buses,60.06,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,1621.6200000000001
2/10/2004 0:00,1931.65,35,USA,Trucks and Buses,55.19,2793 Furth Circle,Brisbane,CA,Signal Collectibles Ltd.,94217,4155554312,1931.6499999999999
3/11/2004 0:00,1244.53,23,USA,Trucks and Buses,54.11,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1244.53
7/20/2004 0:00,1666.7,35,USA,Trucks and Buses,47.62,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1666.6999999999998
8/19/2004 0:00,1710.89,31,USA,Trucks and Buses,55.19,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,1710.8899999999999
9/8/2004 0:00,2326.5,50,USA,Trucks and Buses,46.53,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2326.5
10/13/2004 0:00,2316,40,USA,Trucks and Buses,57.9,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,2316
10/22/2004 0:00,1727.1,38,Canada,Trucks and Buses,45.45,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,1727.1000000000001
11/19/2004 0:00,2424,40,USA,Trucks and Buses,60.6,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2424
12/1/2004 0:00,1535.49,33,USA,Trucks and Buses,46.53,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,1535.49
1/23/2005 0:00,1329.4,20,USA,Trucks and Buses,66.47,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1329.4
6/3/2003 0:00,2054.36,29,USA,Trains,70.84,4092 Furth Circle,NYC,NY,Muscle Machine Inc,10022,2125557413,2054.36
8/8/2003 0:00,3131.94,42,USA,Trains,74.57,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,3131.9399999999996
9/25/2003 0:00,1681.35,33,Australia,Trains,50.95,31 Duncan St. West End,South Brisbane,Queensland,"Australian Gift Network, Co",4101,61-7-3844-6555,1681.3500000000001
11/25/2003 0:00,1804.44,33,USA,Trains,54.68,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,1804.44
12/9/2003 0:00,2544.75,45,USA,Trains,56.55,6251 Ingle Ln.,Boston,MA,Diecast Collectables,51003,6175552555,2544.75
7/20/2004 0:00,2908.35,45,USA,Trains,64.63,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2908.35
8/20/2004 0:00,2147.4,36,USA,Trains,59.65,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2147.4
9/8/2004 0:00,2099.63,31,USA,Trains,67.73,897 Long Airport Avenue,NYC,NY,Land of Toys Inc.,10022,2125557818,2099.63
1/23/2005 0:00,2986.5,30,USA,Trains,99.55,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2986.5
5/5/2005 0:00,1193.04,24,USA,Trains,49.71,25593 South Bay Ln.,Bridgewater,CT,Gift Depot Inc.,97562,2035552570,1193.04
3/26/2003 0:00,1575.96,23,USA,Trucks and Buses,68.52,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,1575.9599999999998
7/24/2003 0:00,1701.28,28,USA,Trucks and Buses,60.76,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,1701.28
11/13/2003 0:00,3167.36,49,USA,Trucks and Buses,64.64,782 First Street,Philadelphia,PA,"Classic Gift Ideas, Inc",71270,2155554695,3167.36
12/5/2003 0:00,2117.52,36,Canada,Trucks and Buses,58.82,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,2117.52
3/11/2004 0:00,2191.2,30,USA,Trucks and Buses,73.04,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2191.2000000000003
5/4/2004 0:00,3043.04,44,USA,Trucks and Buses,69.16,567 North Pendale Street,New Haven,CT,Super Scale Inc.,97823,2035559545,3043.04
6/15/2004 0:00,1228.2,20,Japan,Trucks and Buses,61.41,2-2-8 Roppongi,Minato-ku,Tokyo,"Tokyo Collectables, Ltd",106-0032,+81 3 3584 0555,1228.1999999999998
7/19/2004 0:00,1330.35,21,Australia,Trucks and Buses,63.35,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,1330.3500000000001
8/19/2004 0:00,2792.52,36,USA,Trucks and Buses,77.57,7586 Pompton St.,Allentown,PA,Diecast Classics Inc.,70267,2155551555,2792.5199999999995
10/22/2004 0:00,1912.16,34,Canada,Trucks and Buses,56.24,1900 Oak St.,Vancouver,BC,Canadian Gift Exchange Network,V3F 2K1,(604) 555-3392,1912.16
11/5/2004 0:00,8209.44,48,USA,Trucks and Buses,100,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,4800
1/20/2005 0:00,3160.25,25,Australia,Trucks and Buses,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,2500
2/17/2005 0:00,6799.68,48,USA,Trucks and Buses,100,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,4800
5/1/2005 0:00,1867.32,27,Canada,Trucks and Buses,69.16,43 rue St. Laurent,Montreal,Quebec,Quebec Home Shopping Network,H1J 1C3,(514) 555-8054,1867.32
4/29/2003 0:00,2094.67,29,Australia,Vintage Cars,72.23,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2094.67
10/28/2003 0:00,2281.91,31,USA,Vintage Cars,73.61,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,2281.91
1/12/2004 0:00,2307.24,39,Japan,Vintage Cars,59.16,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,2307.24
2/20/2004 0:00,1320.8,20,Australia,Vintage Cars,66.04,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,1320.8000000000002
4/2/2004 0:00,2642.82,34,Canada,Vintage Cars,77.73,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,2642.82
5/11/2004 0:00,3061,50,USA,Vintage Cars,61.22,3086 Ingle Ln.,San Jose,CA,The Sharp Gifts Warehouse,94217,4085553659,3061
10/15/2004 0:00,3037.84,46,USA,Vintage Cars,66.04,3758 North Pendale Street,White Plains,NY,Mini Classics,24067,9145554562,3037.84
11/1/2004 0:00,1419.84,24,UK,Vintage Cars,59.16,Garden House Crowther Way,Cowes,Isle of Wight,giftsbymail.co.uk,PO31 7PJ,(198) 555-8888,1419.84
12/4/2004 0:00,1780.4,40,USA,Vintage Cars,44.51,2440 Pompton St.,Glendale,CT,Gift Ideas Corp.,97561,2035554407,1780.3999999999999
12/17/2004 0:00,3544.17,49,Australia,Vintage Cars,72.33,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Souveniers And Things Co.,2067,+61 2 9495 8555,3544.17
3/3/2005 0:00,3918.95,35,USA,Vintage Cars,100,1785 First Street,New Bedford,MA,FunGiftIdeas.com,50553,5085552555,3500
4/3/2005 0:00,4819.26,62,USA,Vintage Cars,77.73,7476 Moss Rd.,Newark,NJ,Tekni Collectables Inc.,94019,2015559350,4819.26
7/2/2003 0:00,2694,30,USA,Motorcycles,89.8,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2694
8/25/2003 0:00,3251.34,27,USA,Motorcycles,100,78934 Hillside Dr.,Pasadena,CA,Toys4GrownUps.com,90003,6265557265,2700
11/4/2003 0:00,3920.88,34,Australia,Motorcycles,100,201 Miller Street,North Sydney,NSW,"Anna's Decorations, Ltd",2060,02 9936 8555,3400
4/5/2004 0:00,3113.64,27,USA,Motorcycles,100,2678 Kingston Rd.,NYC,NY,Vitachrome Inc.,10022,2125551500,2700
6/30/2004 0:00,3330.98,34,USA,Motorcycles,97.97,8616 Spinnaker Dr.,Boston,MA,Gifts4AllAges.com,51003,6175559555,3330.98
8/2/2004 0:00,4304.64,38,USA,Motorcycles,100,7635 Spinnaker Dr.,Brickhaven,MA,Online Mini Collectables,58339,6175557555,3800
8/27/2004 0:00,2600.26,26,USA,Motorcycles,100,39323 Spinnaker Dr.,Cambridge,MA,Marta's Replicas Co.,51247,6175558555,2600
11/3/2004 0:00,2626.8,22,USA,Motorcycles,100,5290 North Pendale Street,NYC,NY,Microscale Inc.,10022,2125551957,2200
11/17/2004 0:00,5026.56,32,USA,Motorcycles,100,11328 Douglas Av.,Philadelphia,PA,Motor Mint Distributors Inc.,71270,2155559857,3200
1/7/2005 0:00,3425.18,22,USA,Motorcycles,100,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,2200
3/4/2005 0:00,2204.1,45,USA,Motorcycles,48.98,5677 Strong St.,San Rafael,CA,Mini Gifts Distributors Ltd.,97562,4155551450,2204.1
4/29/2003 0:00,2480.38,49,Australia,Vintage Cars,50.62,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,2480.3799999999997
8/10/2003 0:00,1246.44,34,USA,Vintage Cars,36.66,4575 Hillside Dr.,New Bedford,MA,Mini Creations Ltd.,50553,5085559555,1246.4399999999998
10/28/2003 0:00,2492.64,48,USA,Vintage Cars,51.93,9408 Furth Circle,Burlingame,CA,Technics Stores Inc.,94217,6505556809,2492.64
12/1/2003 0:00,1113.6,29,USA,Vintage Cars,38.4,3675 Furth Circle,Burbank,CA,West Coast Collectables Co.,94019,3105553722,1113.6
1/12/2004 0:00,1763.86,43,Japan,Vintage Cars,41.02,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Osaka Souveniers Co.,530-0003,+81 06 6342 5555,1763.8600000000001
2/20/2004 0:00,1896.66,41,Australia,Vintage Cars,46.26,636 St Kilda Road,Melbourne,Victoria,"Australian Collectors, Co.",3004,03 9520 4555,1896.6599999999999
4/2/2004 0:00,1449.35,41,Canada,Vintage Cars,35.35,23 Tsawassen Blvd.,Tsawassen,BC,"Royal Canadian Collectables, Ltd.",T2F 8M4,(604) 555-4555,1449.3500000000001
